代码,AFTN,KIND,NAME,latitude_deg,LONGTI,ELE,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7325,0MI6,small_airport,Young's Airport,46.38750076,-85.18399811,800,NA,US,US-MI,Hulbert,no,0MI6,,0MI6,,,
7326,0MI7,heliport,Four Star Heliport,42.04309845,-83.35939789,603,NA,US,US-MI,Carleton,no,0MI7,,0MI7,,,
7327,0MI8,closed,Twin Lakes Airport,44.900002,-84.300001,1275,NA,US,US-MI,Lewiston,no,,,,,,0MI8
7328,0MI9,heliport,Henry Ford Hospital Heliport,42.36750031,-83.08439636,633,NA,US,US-MI,Detroit,no,0MI9,,0MI9,,,
7330,0MN1,small_airport,Brinkman Airport,44.26250076,-94.06970215,1020,NA,US,US-MN,St. Peter,no,0MN1,,0MN1,,,
7334,0MN5,small_airport,Pankratz Airport,44.30720139,-94.91690063,1033,NA,US,US-MN,Springfield,no,0MN5,,0MN5,,,
7335,0MN6,small_airport,Matson Field,43.66220093,-92.40429688,1365,NA,US,US-MN,Spring Valley,no,0MN6,,0MN6,,,
7336,0MN7,heliport,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,1450,NA,US,US-MN,Ely,no,0MN7,,0MN7,,,
7337,0MN8,small_airport,Keller Airport,45.13579941,-92.85939789,990,NA,US,US-MN,Stillwater,no,0MN8,,0MN8,,,
7338,0MN9,heliport,Triple H Heliport,45.31330109,-93.71759796,980,NA,US,US-MN,Big Lake,no,0MN9,,0MN9,,,
7339,0MO0,small_airport,Ferros Ranch-Aero Airport,38.41030121,-93.85019684,775,NA,US,US-MO,Clinton,no,0MO0,,0MO0,,,
7340,0MO1,small_airport,Flying G Airport,38.54449844,-94.09470367,920,NA,US,US-MO,Creighton,no,0MO1,,0MO1,,,
7341,0MO2,small_airport,Short-N-Ruff Airport,37.7867012,-90.78009796,950,NA,US,US-MO,Caledonia,no,0MO2,,0MO2,,,
7342,0MO3,closed,Arvin Ranch Airport,38.4403,-94.5933,1000,NA,US,US-MO,Drexel,no,,,,,,0MO3
7343,0MO4,heliport,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,890,NA,US,US-MO,Kansas City,no,0MO4,,0MO4,,,
7344,0MO5,small_airport,Joe D Lewis Airport,40.13339996,-92.10019684,780,NA,US,US-MO,Edina,no,0MO5,,0MO5,,,
7345,0MO6,small_airport,Hall Airport,40.11669922,-92.26689911,850,NA,US,US-MO,Edina,no,0MO6,,0MO6,,,
7346,0MO7,heliport,St Joseph Hospital West Heliport,38.80329895,-90.77629852,531,NA,US,US-MO,Lake Saint Louis,no,0MO7,,0MO7,,,
7347,0MO8,small_airport,Sloan's Airport,39.1405983,-90.73680115,437,NA,US,US-MO,Elsberry,no,0MO8,,0MO8,,,
7348,0MO9,heliport,Emerson Heliport,38.72949982,-90.27839661,575,NA,US,US-MO,Ferguson,no,0MO9,,0MO9,,,
7349,0MS0,small_airport,Topton Air Estates Airport,32.47499847,-88.61669922,453,NA,US,US-MS,Meridian,no,0MS0,,0MS0,,,
7350,0MS1,small_airport,Franklin Field,31.42519951,-90.9029007,200,NA,US,US-MS,Meadville,no,0MS1,,0MS1,,,
7351,0MS2,small_airport,Morgan Field,31.54179955,-89.39170074,300,NA,US,US-MS,Seminary,no,0MS2,,0MS2,,,
7352,0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,430,NA,US,US-MS,Oxford,no,0MS3,,0MS3,,,
7353,0MS4,heliport,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,50,NA,US,US-MS,Gulfport,no,0MS4,,0MS4,,,
7354,0MS5,small_airport,Lewis Air Service Airport,33.39179993,-90.91680145,120,NA,US,US-MS,Leland,no,0MS5,,0MS5,,,
7355,0MS6,heliport,Levert Heliport,30.30130005,-89.23449707,25,NA,US,US-MS,Pass Christian,no,0MS6,,0MS6,,,
7356,0MS7,small_airport,Hale Field,34.34260178,-89.14309692,346,NA,US,US-MS,Pontotoc,no,0MS7,,0MS7,,,
7357,0MS8,small_airport,Catfish Point Airport,33.69929886,-91.1651001,154,NA,US,US-MS,Benoit,no,0MS8,,0MS8,,,
7358,0MS9,small_airport,Shenandoah Valley Farms Airport,33.80070114,-89.02729797,300,NA,US,US-MS,Houston,no,0MS9,,0MS9,,,
7359,0MT1,small_airport,Williams Field,47.49750137,-112.3909988,4070,NA,US,US-MT,Augusta,no,0MT1,,0MT1,,,
7360,0MT2,heliport,Big Sandy Medical Center Heliport,48.17969894,-110.1090012,2750,NA,US,US-MT,Big Sandy,no,0MT2,,0MT2,,,
7361,0MT3,heliport,Stock Farm Heliport,46.25080109,-114.0670013,3920,NA,US,US-MT,Hamilton,no,0MT3,,0MT3,,,
7362,0MT4,small_airport,Kimp Airport,46.27859879,-114.1409988,3510,NA,US,US-MT,Hamilton,no,0MT4,,0MT4,,,
7363,0MT5,small_airport,Cottonwood Airport,45.63420105,-108.848999,3350,NA,US,US-MT,Laurel,no,0MT5,,0MT5,,,
7364,0MT6,small_airport,Hanson Airport,48.04059982,-114.6790009,3900,NA,US,US-MT,Marion,no,0MT6,,0MT6,,,
7365,0MT7,small_airport,Pinehurst Ranch Airport,47.66080093,-115.4039993,2460,NA,US,US-MT,Thompson Falls,no,0MT7,,0MT7,,,
7366,0MT8,heliport,Glacier Heli Tours Heliport,48.48669815,-113.9980011,3300,NA,US,US-MT,West Glacier,no,0MT8,,0MT8,,,
7367,0MT9,small_airport,Lone Hawk Airport,48.48329926,-114.4929962,3284,NA,US,US-MT,White Fish,no,0MT9,,0MT9,,,
7368,0MU0,small_airport,Eagle Field,37.23469925,-91.09359741,784,NA,US,US-MO,Ellington,no,0MU0,,0MU0,,,
7369,0MU1,small_airport,Sunderland Airport,37.24670029,-94.17389679,1027,NA,US,US-MO,Avilla,no,0MU1,,0MU1,,,
7370,0MU2,heliport,Christian Hospital Northeast Heliport,38.7745018,-90.23899841,520,NA,US,US-MO,Florissant,no,0MU2,,0MU2,,,
7371,0MU3,heliport,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744,NA,US,US-MO,Hannibal,no,0MU3,,0MU3,,,
7372,0MU4,small_airport,Slaughter Airport,39.61610031,-92.86689758,800,NA,US,US-MO,Marceline,no,0MU4,,0MU4,,,
7373,0MU5,heliport,Holden Heliport,38.71969986,-93.99440002,865,NA,US,US-MO,Holden,no,0MU5,,0MU5,,,
7374,0MU6,heliport,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,815,NA,US,US-MO,Higginsville,no,0MU6,,0MU6,,,
7375,0MU7,small_airport,Lambs Field,38.875,-94.13970184,1070,NA,US,US-MO,Lone Jack,no,0MU7,,0MU7,,,
7376,0MU8,small_airport,Prince STOLport,37.43870163,-89.75900269,582,NA,US,US-MO,Millersville,no,0MU8,,0MU8,,,
7377,0MY0,heliport,Kenyon Heliport,44.33390045,-92.94329834,1500,NA,US,US-MN,Kenyon,no,0MY0,,0MY0,,,
7378,0MY1,heliport,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,4925,NA,US,US-MT,Bozeman,no,0MY1,,0MY1,,,
7379,0N0,small_airport,Roosterville Airport,39.29109955,-94.44219971,1004,NA,US,US-MO,Liberty,no,0N0,,0N0,,,
7380,0N4,small_airport,Chandelle Estates Airport,39.20230103,-75.48549652,22,NA,US,US-DE,Dover,no,0N4,,0N4,,,
7381,0N5,heliport,Deldot Helistop,39.14960098,-75.50489807,30,NA,US,US-DE,Dover,no,0N5,,0N5,,,
7382,0N6,small_airport,Albanna Aviation Airport,39.012602,-75.533501,50,NA,US,US-DE,Felton,no,,,0N6,,https://web.archive.org/web/20170306030610/https://en.wikipedia.org/wiki/Henderson_Aviation_Airport,Henderson Aviation
7383,0NA1,small_airport,Goerger Airport,46.24549866,-97.03759766,1045,NA,US,US-ND,Barney,no,0NA1,,0NA1,,,
7384,0NA5,small_airport,Sorlie Airport,48.00109863,-99.56289673,1580,NA,US,US-ND,Maddock,no,0NA5,,0NA5,,,
7385,0NA9,small_airport,Boyd's Turf Airport,46.75,-103.8010025,2750,NA,US,US-ND,Golva,no,0NA9,,0NA9,,,
7386,0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,106,NA,US,US-NC,Goldsboro,no,0NC0,,0NC0,,,
7387,0NC1,small_airport,Bearwallow Farm Airport,35.45709991,-82.37539673,3608,NA,US,US-NC,Hendersonville,no,0NC1,,0NC1,,,
7388,0NC2,heliport,Moore Regional Hospital Heliport,35.20489883,-79.45670319,460,NA,US,US-NC,Pinehurst,no,0NC2,,0NC2,,,
7389,0NC3,heliport,Washington County Hospital Heliport,35.87519836,-76.6996994,19,NA,US,US-NC,Plymouth,no,0NC3,,0NC3,,,
7390,0NC4,heliport,Wake Medical Center Heliport,35.78680038,-78.58580017,245,NA,US,US-NC,Raleigh,no,0NC4,,0NC4,,,
7391,0NC5,heliport,Nash General Hospital Heliport,35.91889954,-77.78919983,156,NA,US,US-NC,Rocky Mount,no,0NC5,,0NC5,,,
7392,0NC6,heliport,Our Community Hospital Heliport,36.13130188,-77.41889954,113,NA,US,US-NC,Scotland Neck,no,0NC6,,0NC6,,,
7393,0NC7,small_airport,Lindsay Airport,36.35720062,-79.99749756,700,NA,US,US-NC,Madison,no,0NC7,,0NC7,,,
7394,0NC8,small_airport,Flying S Ranch Airport,35.755699,-80.735298,830,NA,US,US-NC,Cleveland,no,0NC8,,0NC8,,,Double Creek Ranch
7395,0NC9,heliport,Maria Parham Health DLP Affiliate Heliport,36.3307,-78.449699,465,NA,US,US-NC,Henderson,no,0NC9,,0NC9,,,Maria Parham Hospital
7396,0ND0,small_airport,Gilbertson Field,47.92919922,-99.40039825,1550,NA,US,US-ND,Flora,no,0ND0,,0ND0,,,
7397,0ND6,small_airport,Schumacher Strip,46.05500031,-99.917099,2020,NA,US,US-ND,Hague,no,0ND6,,0ND6,,,
7398,0ND7,small_airport,Saville Private Airport,46.46530151,-100.1050034,1961,NA,US,US-ND,Hazelton,no,0ND7,,0ND7,,,
7399,0NE0,small_airport,Merrihew Airport,41.84999847,-101.9499969,3815,NA,US,US-NE,Ashby,no,0NE0,,0NE0,,,
7400,0NE1,small_airport,Runner Landing Area Airport,42.40719986,-101.9319992,3760,NA,US,US-NE,Ashby,no,0NE1,,0NE1,,,
7401,0NE2,small_airport,Merry Airport,41.86660004,-101.9169998,3791,NA,US,US-NE,Ashby,no,0NE2,,0NE2,,,
7402,0NE3,heliport,Syracuse Hospital Heliport,40.66719818,-96.18640137,1120,NA,US,US-NE,Syracuse,no,0NE3,,0NE3,,,
7403,0NE4,heliport,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,1950,NA,US,US-NE,Franklin,no,0NE4,,0NE4,,,
7404,0NE5,small_airport,Newman Airport,41.02109909,-102.0179977,3525,NA,US,US-NE,Big Springs,no,0NE5,,0NE5,,,
7405,0NE6,small_airport,Frager Field,40.43330002,-98.07060242,1765,NA,US,US-NE,Fairfield,no,0NE6,,0NE6,,,
324652,0NH7,heliport,Leinsing Heliport,43.151831,-70.846902,10,NA,US,US-NH,Dover,no,0NH7,,0NH7,,,2ME7
7406,0NJ0,heliport,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,82,NA,US,US-NJ,Atlantic City,no,0NJ0,,0NJ0,,,
7407,0NJ1,heliport,Berkeley Township Police Heliport,39.90729904,-74.23490143,54,NA,US,US-NJ,Bayville,no,0NJ1,,0NJ1,,,
7408,0NJ2,heliport,Ballymere Heliport,40.75289917,-74.43990326,280,NA,US,US-NJ,Morristown,no,0NJ2,,0NJ2,,,
7409,0NJ3,heliport,Mount Holly Heliport,39.96680069,-74.79959869,45,NA,US,US-NJ,Mount Holly,no,0NJ3,,0NJ3,,,
7410,0NJ4,heliport,Weichert Headquarters Heliport,40.94070053,-74.46150208,103,NA,US,US-NJ,Morris Plains,no,0NJ4,,0NJ4,,,
7411,0NJ5,small_airport,Fla-Net Airport,40.88589859,-74.70570374,1040,NA,US,US-NJ,Netcong,no,0NJ5,,0NJ5,,,
7412,0NJ6,small_airport,Dix Field,39.31679916,-74.63289642,8,NA,US,US-NJ,Linwood,no,0NJ6,,0NJ6,,,
7413,0NJ7,heliport,Essex Generating Station Heliport,40.7378006,-74.11889648,8,NA,US,US-NJ,Newark,no,0NJ7,,0NJ7,,,
7414,0NJ8,heliport,Port Newark Helistop,40.70230103,-74.15070343,10,NA,US,US-NJ,Newark,no,0NJ8,,0NJ8,,,
7415,0NJ9,heliport,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,70,NA,US,US-NJ,New Brunswick,no,0NJ9,,0NJ9,,,
7416,0NK0,small_airport,Berdick Field,42.33399963,-78.79090118,1690,NA,US,US-NY,Cattaraugus,no,0NK0,,0NK0,,,
7417,0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019958,450,NA,US,US-NY,Central Square,no,0NK1,,0NK1,,,
7418,0NK2,small_airport,Westwind Farm Airport,42.98339844,-74.0161972,800,NA,US,US-NY,Charlton,no,0NK2,,0NK2,,,
7419,0NK3,small_airport,Seven Gullies Airport,42.69589996,-77.79219818,600,NA,US,US-NY,Groveland,no,0NK3,,0NK3,,,
7420,0NK4,heliport,Medical Center Heliport,40.72589874,-73.55370331,80,NA,US,US-NY,Hempstead,no,0NK4,,0NK4,,,
7421,0NK5,heliport,Mid-Hudson Helicopter Service Heliport,41.60620117,-73.82759857,270,NA,US,US-NY,Hopewell Junction,no,0NK5,,0NK5,,,
7422,0NK6,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280,NA,US,US-NY,Marathon,no,0NK6,,0NK6,,,
7423,0NK7,heliport,Ibm King St Heliport,41.10250092,-73.72609711,470,NA,US,US-NY,Armonk,no,0NK7,,0NK7,,,
7424,0NK8,small_airport,Rocky Reef Farm Airport,41.92089844,-73.67040253,450,NA,US,US-NY,Attlebury,no,0NK8,,0NK8,,,
7425,0NK9,small_airport,Lakeview Airport,43.01029968,-75.82689667,1050,NA,US,US-NY,Chittenango,no,0NK9,,0NK9,,,
7426,0NM0,small_airport,Columbus Municipal Airport,31.82369995,-107.6269989,4024,NA,US,US-NM,Columbus,no,0NM0,,0NM0,,,
7427,0NM7,small_airport,Negrito Airstrip,33.52090073,-108.5429993,8143,NA,US,US-NM,Reserve,no,0NM7,,0NM7,,,
7428,0NV1,heliport,Summerlin Medical Center Heliport,36.1935997,-115.3010025,2745,NA,US,US-NV,Las Vegas,no,0NV1,,0NV1,,,
7429,0NY0,small_airport,Bennetts Airport,43.70009995,-73.98290253,1040,NA,US,US-NY,North Creek,no,0NY0,,0NY0,,,
7430,0NY1,small_airport,Russell Field,43.1391983,-73.65319824,260,NA,US,US-NY,Northumberland,no,0NY1,,0NY1,,,
7431,0NY3,small_airport,Kermizian Airport,43.31399918,-74.93209839,1440,NA,US,US-NY,Ohio,no,0NY3,,0NY3,,,
7432,0NY5,heliport,State Police Troop D Heliport,43.09420013,-75.64959717,507,NA,US,US-NY,Oneida,no,0NY5,,0NY5,,,
7433,0NY6,heliport,New York State Police Heliport,42.92839813,-76.6155014,600,NA,US,US-NY,Auburn,no,0NY6,,0NY6,,,
7434,0NY7,small_airport,Murphys Landing Strip,43.03760147,-74.18430328,940,NA,US,US-NY,Perth,no,0NY7,,0NY7,,,
7435,0NY8,small_airport,Wenskoski Field,42.99729919,-74.24539948,800,NA,US,US-NY,Perth,no,0NY8,,0NY8,,,
7437,0O4,small_airport,Corning Municipal Airport,39.9435997,-122.1709976,292,NA,US,US-CA,Corning,no,0O4,,0O4,,http://en.wikipedia.org/wiki/Corning_Municipal_Airport_(California),
7438,0O9,small_airport,Ward Field,41.84569931,-123.9850006,356,NA,US,US-CA,Gasquet,no,0O9,,0O9,,,
7439,0OH1,heliport,Cirino Heliport,41.44390106,-81.32759857,1250,NA,US,US-OH,Chagrin Falls,no,0OH1,,0OH1,,,
7440,0OH2,closed,Jenkins Field,39.970604,-83.911598,1080,NA,US,US-OH,North Hampton,no,,,,,,0OH2
7441,0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,865,NA,US,US-OH,Forest Park,no,0OH3,,0OH3,,,
322182,0OH4,heliport,Upper Valley Medical Center Heliport,40.085621,-84.228562,867,NA,US,US-OH,Troy,no,0OH4,,0OH4,,,
7442,0OH6,small_airport,Fry Field,39.6006012,-84.0196991,775,NA,US,US-OH,Spring Valley,no,0OH6,,0OH6,,,
7443,0OH7,small_airport,Apple Airport,40.1432991,-84.17189789,1000,NA,US,US-OH,Piqua,no,0OH7,,0OH7,,,
7444,0OH8,small_airport,Fry Airport,40.18840027,-84.25610352,900,NA,US,US-OH,Piqua,no,0OH8,,0OH8,,,
7445,0OH9,closed,Parknavy Airport,40.0717,-83.229897,943,NA,US,US-OH,Plain City,no,,,,,,"0OH9, STOLport"
7446,0OI0,heliport,Foltz Heliport,40.73590088,-81.24680328,1012,NA,US,US-OH,East Canton,no,0OI0,,0OI0,,,
7447,0OI1,heliport,Autolite Heliport,41.17919922,-83.41519928,759,NA,US,US-OH,Fostoria,no,0OI1,,0OI1,,,
7448,0OI2,small_airport,Unger Field,39.35979843,-83.41770172,940,NA,US,US-OH,Greenfield,no,0OI2,,0OI2,,,
7449,0OI3,small_airport,Galloway Airport,41.38209915,-82.7161026,643,NA,US,US-OH,Sandusky,no,0OI3,,0OI3,,,
7450,0OI4,small_airport,Salt Box Airport,41.32426453,-81.15930939,1250,NA,US,US-OH,Hiram,no,0OI4,,0OI4,,,
7451,0OI6,small_airport,Victor's Landing Airport,41.83810043,-80.64369965,860,NA,US,US-OH,Kingsville,no,0OI6,,0OI6,,,
7452,0OI9,small_airport,Hidden Quarry Airport,38.89450073,-83.1135025,830,NA,US,US-OH,Lucasville,no,0OI9,,0OI9,,,
7453,0OK0,small_airport,Edmond Airport,35.6833992,-97.43360138,1169,NA,US,US-OK,Edmond,no,0OK0,,0OK0,,,
7454,0OK1,small_airport,Mckey Airport,34.6570015,-97.40170288,1056,NA,US,US-OK,Elmore City,no,0OK1,,0OK1,,,
7455,0OK2,closed,Parkview Hospital Heliport,35.5298,-97.983902,1349,NA,US,US-OK,El Reno,no,,,,,,0OK2
7456,0OK3,small_airport,Mckinley Ranch Airport,35.61949921,-98.52259827,1420,NA,US,US-OK,Geary,no,0OK3,,0OK3,,,
7457,0OK4,small_airport,Rock Creek Farm Airport,34.66059875,-96.25360107,730,NA,US,US-OK,Coal Gate,no,0OK4,,0OK4,,,
7458,0OK5,small_airport,Chappell Airport,35.88890076,-97.40029907,1070,NA,US,US-OK,Guthrie,no,0OK5,,0OK5,,,
7459,0OK6,small_airport,Ellis/Harvey Airport,35.80170059,-97.38610077,1220,NA,US,US-OK,Guthrie,no,0OK6,,0OK6,,,
7460,0OK7,heliport,Shattuck Hospital Heliport,36.25,-99.87539673,2200,NA,US,US-OK,Shattuck,no,0OK7,,0OK7,,,
7461,0OK8,small_airport,Cade's Airport,36.29249954,-97.5931015,1140,NA,US,US-OK,Covington,no,0OK8,,0OK8,,,
7462,0OK9,small_airport,Crystal Airport,36.21340179,-96.63700104,1016,NA,US,US-OK,Jennings,no,0OK9,,0OK9,,,
7463,0OR0,heliport,Providence Hospital Heliport,42.33869934,-122.8619995,1350,NA,US,US-OR,Medford,no,0OR0,,0OR0,,http://en.wikipedia.org/wiki/Providence_Hospital_Heliport,
7465,0OR2,heliport,Hendershots Heliport,42.1332016,-123.4509964,1200,NA,US,US-OR,Merlin,no,0OR2,,0OR2,,,
7466,0OR3,small_airport,Long Ranch Airport,42.01900101,-121.7040024,4090,NA,US,US-OR,Merrill,no,0OR3,,0OR3,,,
7467,0OR4,heliport,Round Butte Heliport,44.61650085,-121.2679977,2125,NA,US,US-OR,Metolius,no,0OR4,,0OR4,,,
7468,0OR5,small_airport,East Oregon Cattle Co Airport,42.50350189,-122.8550034,1345,NA,US,US-OR,Eagle Point,no,0OR5,,0OR5,,,
7469,0OR6,small_airport,Rome Service Airport,42.83399963,-117.6289978,3387,NA,US,US-OR,Rome,no,0OR6,,0OR6,,,
7470,0OR7,small_airport,Marr Field,44.85400009,-123.2639999,275,NA,US,US-OR,Monmouth,no,0OR7,,0OR7,,,
7471,0OR8,small_airport,Sutton on Rogue Airport,42.48479843,-122.8659973,1260,NA,US,US-OR,White City,no,0OR8,,0OR8,,,
7472,0OR9,small_airport,Hanel Field,45.59260178,-121.5490036,1626,NA,US,US-OR,Mount Hood,no,0OR9,,0OR9,,,
7473,0P0,heliport,Valley Forge Bicentennial Heliport,40.12120056,-75.40599823,260,NA,US,US-PA,Norristown,no,0P0,,0P0,,,
7474,0P1,small_airport,Van Pak Airport,39.8321991,-99.5687027,2213,NA,US,US-KS,Prairie View,no,0P1,,0P1,,,
7475,0P2,small_airport,Shoestring Aviation Airfield,39.7947998,-76.64720154,1000,NA,US,US-PA,Stewartstown,no,0P2,,0P2,,,
7476,0PA0,small_airport,Philadelphia Gliderport,40.331227,-75.248125,670,NA,US,US-PA,Hilltown,no,3PA2,,3PA2,https://pgcsoaring.org/gliderport.cfm,,0PA0
7477,0PA1,heliport,Phoenix Technologies Heliport,40.11819839,-75.40129852,252,NA,US,US-PA,Norristown,no,0PA1,,0PA1,,,
7478,0PA2,small_airport,Haunstein Ultralightport,40.31679916,-77.12470245,600,NA,US,US-PA,Shermans Dale,no,0PA2,,0PA2,,,
7479,0PA3,small_airport,Robbins Farm Airport,41.74950027,-76.7602005,1207,NA,US,US-PA,Troy,no,0PA3,,0PA3,,,
7480,0PA4,small_airport,Ecko Field,40.23759842,-76.72470093,380,NA,US,US-PA,Hummelstown,no,0PA4,,0PA4,,,
7481,0PA5,small_airport,Fisher Airport,41.49449921,-79.8309021,1500,NA,US,US-PA,Franklin,no,0PA5,,0PA5,,,
7482,0PA6,small_airport,Hostetler Airport,40.63090134,-77.85030365,760,NA,US,US-PA,Huntingdon,no,0PA6,,0PA6,,,
7483,0PA7,closed,Linvill Airport,39.884801,-75.414902,180,NA,US,US-PA,Media,no,,,,,,0PA7
7484,0PA8,heliport,Geisinger Community Medical Center Nap Heliport,41.399957,-75.646467,508,NA,US,US-PA,Scranton,no,0PA8,,0PA8,,,
7485,0PA9,heliport,Carson Heliport,40.33340073,-75.21630096,415,NA,US,US-PA,Perkasie,no,0PA9,,0PA9,,,
7486,0PN0,small_airport,Fletcher Airport,41.4435997,-80.15390015,1335,NA,US,US-PA,Sheakeyville,no,0PN0,,0PN0,,,
7488,0PN2,small_airport,Flying Acres Airport,41.07310104,-80.07029724,1247,NA,US,US-PA,Slippery Rock,no,0PN2,,0PN2,,,
7489,0PN3,heliport,Wyeth-Ayerst Nr Heliport,40.15869904,-75.46340179,186,NA,US,US-PA,Collegeville,no,0PN3,,0PN3,,,
7490,0PN4,small_airport,Kitner Airport,40.41289902,-77.24140167,960,NA,US,US-PA,New Bloomfield,no,0PN4,,0PN4,,,
7491,0PN5,small_airport,Nichols Airport,41.77920151,-79.5983963,1761,NA,US,US-PA,Spartansburg,no,0PN5,,0PN5,,,
7492,0PN6,small_airport,Memmi Airport,40.16899872,-77.99250031,1138,NA,US,US-PA,Three Springs,no,0PN6,,0PN6,,,
7493,0PN7,small_airport,Drillmore Acres Airport,40.12829971,-77.63140106,680,NA,US,US-PA,Newburg,no,0PN7,,0PN7,,,
7494,0PN8,small_airport,Shriver Airport,41.61669922,-79.68309784,1560,NA,US,US-PA,Titusville,no,0PN8,,0PN8,,,
7495,0PN9,small_airport,Paul Personal Use Airport,41.7195015,-79.67780304,1645,NA,US,US-PA,Titusville,no,0PN9,,0PN9,,,
7496,0PS0,small_airport,Frederick Airpark,41.3708992,-79.34169769,1560,NA,US,US-PA,Tylersburg,no,0PS0,,0PS0,,,
7497,0PS1,heliport,Mc Crory Stores Heliport,39.98149872,-76.67140198,420,NA,US,US-PA,York,no,0PS1,,0PS1,,,
7498,0PS2,heliport,Marian Heliport,40.98949814,-75.751297,1285,NA,US,US-PA,Weatherly,no,0PS2,,0PS2,,,
7499,0PS3,small_airport,Carsonville Airport,40.49039841,-76.76660156,800,NA,US,US-PA,Carsonville,no,0PS3,,0PS3,,,
7500,0PS4,small_airport,Old Orchard Airport,41.00839996,-78.56089783,1980,NA,US,US-PA,Curwensville,no,0PS4,,0PS4,,,
7501,0PS5,heliport,Used Parts Heliport,40.87929916,-75.19270325,660,NA,US,US-PA,East Bangor,no,0PS5,,0PS5,,,
7502,0PS6,heliport,Herbst Heliport,39.94950104,-76.55329895,485,NA,US,US-PA,East Prospect,no,0PS6,,0PS6,,,
7503,0PS7,small_airport,Harman Airport,40.52230072,-76.84549713,720,NA,US,US-PA,Elizabethville,no,0PS7,,0PS7,,,
7504,0PS8,heliport,Bayfront Garage Heliport,42.13259888,-80.0861969,1130,NA,US,US-PA,Erie,no,0PS8,,0PS8,,,
7505,0PS9,heliport,Delaware Valley Medical Center Heliport,40.18289948,-74.86789703,141,NA,US,US-PA,Fairless Hills,no,0PS9,,0PS9,,,
7506,0Q3,small_airport,Sonoma Valley Airport,38.2234993,-122.4499969,10,NA,US,US-CA,Schellville/Sonoma,no,0Q3,,0Q3,,,
7507,0Q4,small_airport,Selma Airport,36.58160019,-119.6579971,305,NA,US,US-CA,Selma,no,0Q4,,0Q4,,,
7508,0Q6,closed,Shingletown Airport,40.522099,-121.818001,3880,NA,US,US-CA,Shingletown,no,,,,,http://en.wikipedia.org/wiki/Shingletown_Airport,0Q6
7509,0Q9,small_airport,Sonoma Skypark Airport,38.25770187,-122.4339981,20,NA,US,US-CA,Sonoma,no,0Q9,,0Q9,,,
7510,0R2,small_airport,Lincoln Municipal Airport,38.40390015,-93.33300018,940,NA,US,US-MO,Lincoln,no,0R2,,0R2,,,
7511,0R7,small_airport,The Red River Airport,31.99069977,-93.30740356,177,NA,US,US-LA,Coushatta,no,0R7,,0R7,,,
7512,0R9,small_airport,Plainville Airpark,39.19449997,-99.30339813,2182,NA,US,US-KS,Plainville,no,0R9,,0R9,,,
7513,0S1,small_airport,Meadow Creek Usfs Airport,47.84579849,-113.4089966,3984,NA,US,US-MT,Meadow Creek,no,0S1,,0S1,,,
7514,0S2,small_airport,Stockton Municipal Airport,39.37720108,-99.29509735,1973,NA,US,US-KS,Stockton,no,0S2,,0S2,,,
7515,0S5,small_airport,Nez Perce Municipal Airport,46.23740005,-116.2429962,3201,NA,US,US-ID,Nez Perce,no,0S5,,0S5,,,
7516,0SD0,small_airport,Lenling Airport,45.42499924,-100.8919983,2142,NA,US,US-SD,Glencross,no,0SD0,,0SD0,,,
7517,0SD1,small_airport,Lodi Airport,42.97219849,-96.98020172,1200,NA,US,US-SD,Wakonda,no,0SD1,,0SD1,,,
7518,0SD2,heliport,Prairie Lakes West Heliport,44.91109848,-97.11949921,1799,NA,US,US-SD,Watertown,no,0SD2,,0SD2,,,
7519,0SD3,small_airport,Bledsoe Ranch Airport,45.26940155,-103.2170029,2872,NA,US,US-SD,Hoover,no,0SD3,,0SD3,,,
7520,0SD4,heliport,Brookview Manor Heliport,44.30810165,-96.76470184,1670,NA,US,US-SD,Brookings,no,0SD4,,0SD4,,,
7521,0SD5,heliport,The Fort Heliport,43.8064003,-103.637001,5800,NA,US,US-SD,Custer,no,0SD5,,0SD5,,,
7522,0SD6,small_airport,Oasis Ranch Airport,44.28889847,-101.8259964,2580,NA,US,US-SD,Philip,no,0SD6,,0SD6,,,
7523,0SD7,small_airport,Porch Ranch Airport,43.5243988,-101.7340012,2775,NA,US,US-SD,Wanblee,no,0SD7,,0SD7,,,
7524,0SD8,small_airport,Juhnke Airport,43.78279877,-100.2929993,1900,NA,US,US-SD,Vivian,no,0SD8,,0SD8,,,
